VoteId,LegislatureNumber,VoteNum,VoteDate,VoteTitle,BillId
20:S0659,20,S0659,1997-05-10,"SCS CSHB 207(L&C)
Third Reading - Final Passage",20:HB 207
20:S0660,20,S0660,1997-05-10,"SCS CSHB 109(RES)
Third Reading - Final Passage
Effective Dates",20:HB 109
20:S0661,20,S0661,1997-05-10,"CSSSHB 243(RES)
Third Reading - Final Passage",20:HB 243
20:S0662,20,S0662,1997-05-10,"CSSSHB 243(RES)
Effective Date Clause",20:HB 243
20:S0663,20,S0663,1997-05-10,"HB 246
Third Reading - Final Passage",20:HB 246
20:S0664,20,S0664,1997-05-10,"CSSB 114(JUD)
Third Reading - On Reconsideration",20:SB 114
20:S0665,20,S0665,1997-05-10,"HJR 35
Advance from Second to Third Reading?",20:HJR 35
20:S0666,20,S0666,1997-05-10,"SCS HJR 27(TRA)
Advance from Second to Third Reading?",20:HJR 27
20:S0667,20,S0667,1997-05-10,"HJR 31
Advance from Second to Third Reading?",20:HJR 31
20:S0668,20,S0668,1997-05-10,"CSHJR 33(TRA)
Advance from Second to Third Reading?",20:HJR 33
20:S0669,20,S0669,1997-05-10,"CSHB 198(FIN)
Advance from Second to Third Reading?",20:HB 198
20:S0670,20,S0670,1997-05-10,"HB 266
Advance from Second to Third Reading?",20:HB 266
20:S0673,20,S0673,1997-05-11,"HOUSE CS CSSB 7(FIN)
Shall the Senate Concur in the House
amendment to CSSB 7(RLS) am?
Effective Date",20:SB   7
20:S0674,20,S0674,1997-05-11,"SCS CSHB 208(FIN)
Third Reading - Final Passage",20:HB 208
20:S0675,20,S0675,1997-05-11,"HOUSE CS CSSB 13(HES)
Shall the Senate Concur in the House
amendment to CSSB 13(RLS)?
Effective Dates",20:SB  13
20:S0676,20,S0676,1997-05-11,"HOUSE CS CSSB 29(RLS)
Shall the Senate Concur in the House
amendment to CSSB 29(FIN)?
Effective Date",20:SB  29
20:S0677,20,S0677,1997-05-11,"HOUSE CS CSSB 70(FIN) am H
Shall the Senate Concur in the House
amendments to CSSB 70(JUD)?",20:SB  70
20:S0678,20,S0678,1997-05-11,"HOUSE CS CSSB 141(FIN) am H
Shall the Senate Concur in the House
amendments to CSSB 141(RLS) am?",20:SB 141
20:S0679,20,S0679,1997-05-11,"SCS CSHB 109(RES)
Third Reading - On Reconsideration
Effective Dates",20:HB 109
20:S0680,20,S0680,1997-05-11,"CSHB 248(TRA)
Third Reading - Final Passage",20:HB 248
20:S0681,20,S0681,1997-05-11,"SCR 17
Final Passage",20:SCR 17
20:S0682,20,S0682,1997-05-11,"SCS HB 241(STA)
Third Reading - Final Passage
Effective Date",20:HB 241
20:S0683,20,S0683,1997-05-11,"SCR 17
Final Passage - On Reconsideration",20:SCR 17
20:S0684,20,S0684,1997-05-11,"SCS HB 241(STA)
Third Reading - On Reconsideration
Effective Date",20:HB 241
20:S0685,20,S0685,1997-05-11,"CSHB 127(FIN)
Third Reading - Final Passage
Effective Date",20:HB 127
20:S0686,20,S0686,1997-05-11,"CSHB 198(FIN)
Third Reading - Final Passage
Effective Date",20:HB 198
20:S0687,20,S0687,1997-05-11,"CSHB 222(TRA) am
Third Reading - Final Passage",20:HB 222
20:S0688,20,S0688,1997-05-11,"HB 256 am
Third Reading - Final Passage
Effective Dates",20:HB 256
20:S0689,20,S0689,1997-05-11,"HB 266
Third Reading - Final Passage
Effective Date",20:HB 266
20:S0690,20,S0690,1997-05-11,"HB 212(title am)
Third Reading - Final Passage
Effective Date",20:HB 212
20:S0691,20,S0691,1997-05-11,"HCR 6
Final Passage",20:HCR  6
20:S0692,20,S0692,1997-05-11,"HJR 35
Third Reading - Final Passage",20:HJR 35
20:S0693,20,S0693,1997-05-11,"SCS HJR 27(TRA)
Third Reading - Final Passage",20:HJR 27
20:S0694,20,S0694,1997-05-11,"SCS HJR 27(TRA)
Third Reading - On Reconsideration",20:HJR 27
20:S0695,20,S0695,1997-05-11,"CSHJR 33(TRA)
Third Reading - Final Passage",20:HJR 33
20:S0696,20,S0696,1997-05-11,"HCS CSSB 41(JUD)
Override Veto
SENATE",20:SB  41
20:S0697,20,S0697,1997-05-11,"HCS CSSB 136(FIN)
Override Veto
SENATE",20:SB 136
20:S0698,20,S0698,1997-05-11,"CSHB 112(FIN)
Override Veto
SENATE",20:HB 112
20:S0699,20,S0699,1997-05-11,"CCSHB 75
Adopt Conference Committee Report?
Effective Date(s)",20:HB  75
20:S0700,20,S0700,1997-05-11,"CCSHB 75
Budget Reserve Fund Clause",20:HB  75
20:S0701,20,S0701,1997-05-11,"CCSHB 76
Adopt Conference Committee Report
Effective Date",20:HB  76
20:S0703,20,S0703,1997-05-11,"HOUSE CS CSSB 107(FIN) am H
Shall the Senate Concur in the House
amendment to CSSB 107(FIN) am?
Effective Date",20:SB 107
20:S0704,20,S0704,1997-05-11,"HOUSE CS CSSB 39(JUD)
Shall the Senate concur in the House
amendment to CSSB 39(JUD)?",20:SB  39
20:S0705,20,S0705,1997-05-11,"HOUSE CS CSSSSB 38(JUD)
Shall the Senate Concur in the House
amendment to CSSSSB 38(JUD)?",20:SB  38
20:S0706,20,S0706,1997-05-11,"HOUSE CS CSSB 150(FIN) am H
Shall the Senate Concur in the House
amendments to CSSB 150(RLS) am?",20:SB 150
20:S0707,20,S0707,1997-05-11,"CSSB 178(FIN) am H
Shall the Senate Concur in the House
amendment to CSSB 178(FIN) am?
Effective Date",20:SB 178
20:S0708,20,S0708,1997-05-11,"HOUSE CS CSSCR 16(RLS) am H
Shall the Senate Concur in the House
amendments to CSSCR 16(FIN)?",20:SCR 16
20:S0709,20,S0709,1997-05-11,"SCR 18
Final Passage",20:SCR 18
20:S0710,20,S0710,1997-05-11,"SCS CSHB 63(RLS) am S
Third Reading - Final Passage",20:HB  63
20:S0711,20,S0711,1997-05-11,"SCS CSHB 63(RLS) am S
Effective Date Clause",20:HB  63
20:S0712,20,S0712,1997-05-11,"HJR 31
Third Reading - Final Passage",20:HJR 31
20:S0713,20,S0713,1997-05-11,"SCS CSHB 207(L&C)
Third Reading - On Reconsideration",20:HB 207
20:S0714,20,S0714,1997-05-11,"SCS CSHB 208(FIN)
Third Reading - On Reconsideration",20:HB 208
20:S0729,20,S0729,1998-01-14,"HCS CSSB 141(FIN) am H
Override Veto
SENATE",20:SB 141
20:S0740,20,S0740,1998-01-22,"CSSB 110(L&C)
Third Reading - Final Passage",20:SB 110
20:S0743,20,S0743,1998-01-23,"CSSB 159(L&C)
Third Reading - Final Passage",20:SB 159
20:S0744,20,S0744,1998-01-23,"CSSB 110(L&C) am
Third Reading - On Reconsideration",20:SB 110
20:S0747,20,S0747,1998-01-26,"CSSB 214(STA)
Second Reading
Amendment No. 1",20:SB 214
20:S0748,20,S0748,1998-01-26,"CSSB 214(STA)
Second Reading
Amendment No. 2",20:SB 214
20:S0749,20,S0749,1998-01-26,"CSSB 214(STA)
Second Reading
Amendment No. 4",20:SB 214
20:S0750,20,S0750,1998-01-26,"CSSB 214(STA)
Advance from Second to Third Reading?",20:SB 214
20:S0751,20,S0751,1998-01-26,"HCR 7
Second Reading - Final Passage",20:HCR  7
20:S0754,20,S0754,1998-01-27,"CSSB 214(STA)
Third Reading - Final Passage
Effective Date",20:SB 214
20:S0755,20,S0755,1998-01-27,"HCR 7
Final Passage - On Reconsideration",20:HCR  7
20:S0758,20,S0758,1998-01-28,"CSSB 157(FIN)
Third Reading - Final Passage",20:SB 157
20:S0759,20,S0759,1998-01-28,"CSSB 220(FIN)(title am)
Third Reading - Final Passage
Effective Date",20:SB 220
20:S0762,20,S0762,1998-01-29,"SB 209
Third Reading - Final Passage
Effective Date",20:SB 209
20:S0767,20,S0767,1998-02-02,"CSSB 221(FIN)
Third Reading - Final Passage",20:SB 221
20:S0768,20,S0768,1998-02-02,"SB 251
Third Reading - Final Passage",20:SB 251
20:S0771,20,S0771,1998-02-04,"SB 211
Third Reading - Final Passage",20:SB 211
20:S0772,20,S0772,1998-02-04,"CSSB 221(FIN)
Third Reading - On Reconsideration",20:SB 221
20:S0779,20,S0779,1998-02-09,"SCS CSHB 265(RLS)
Third Reading - Final Passage",20:HB 265
20:S0782,20,S0782,1998-02-10,"SCR 21
Second Reading - Final Passage",20:SCR 21
20:S0785,20,S0785,1998-02-11,"SCS HCR 19(HES)
Second Reading - Final Passage",20:HCR 19
20:S0793,20,S0793,1998-02-12,"CSSJR 15(FIN) am H
Shall the Senate Concur in the House
amendment to CS SJR 15(FIN)?",20:SJR 15
20:S0794,20,S0794,1998-02-12,"SCR 20
Second Reading - Final Passage",20:SCR 20
20:S0799,20,S0799,1998-02-17,"Shall the Senate confirm the appointment of
Ed Granger to the
Select Committee on Legislative Ethics?",
20:S0800,20,S0800,1998-02-17,"Shall the Senate confirm the appointment of
Dennis Cook to the
Select Committee on Legislative Ethics?",
20:S0803,20,S0803,1998-02-18,"HJR 39
Third Reading - Final Passage",20:HJR 39
20:S0806,20,S0806,1998-02-19,"SB 240
Third Reading - Final Passage
Effective Date",20:SB 240
20:S0807,20,S0807,1998-02-19,"CSSB 275(STA)
Third Reading - Final Passage
Effective Date",20:SB 275
20:S0811,20,S0811,1998-02-20,"SB 265
Third Reading - Final Passage",20:SB 265
20:S0812,20,S0812,1998-02-20,"CSHB 309(RLS)
Third Reading - Final Passage",20:HB 309
20:S0813,20,S0813,1998-02-20,"HCR 26
Second Reading - Final Passage",20:HCR 26
20:S0814,20,S0814,1998-02-20,"SB 240(title am)
Third Reading - On Reconsideration
Effective Date",20:SB 240
20:S0817,20,S0817,1998-02-23,"HCS SB 63(FIN)
Shall the Senate Concur in the House
amendment to SB 63?",20:SB  63
20:S0818,20,S0818,1998-02-23,"CSSB 197(RLS) am
Second Reading
Amendment No. 2",20:SB 197
20:S0819,20,S0819,1998-02-23,"CSSB 197(RLS) am
Third Reading - Final Passage",20:SB 197
20:S0820,20,S0820,1998-02-23,"SCS CSHB 137(STA)
Third Reading - Final Passage
Effective Dates",20:HB 137
20:S0821,20,S0821,1998-02-23,"SB 240(title am)
Third Reading - Final Passage
Effective Date",20:SB 240
20:S0824,20,S0824,1998-02-24,"SB 195
Third Reading - Final Passage",20:SB 195
20:S0825,20,S0825,1998-02-24,"CSSB 259(TRA) am
Third Reading - Final Passage",20:SB 259
20:S0826,20,S0826,1998-02-24,"SCS CS SS HJR 49(RES)
Third Reading - Final Passage",20:HJR 49
20:S0827,20,S0827,1998-02-24,"CSSB 197(RLS) am
Third Reading - On Reconsideration",20:SB 197
20:S0832,20,S0832,1998-02-26,"SCS CSHB 265(RLS)
Second Reading
Amendment No. 1",20:HB 265
20:S0833,20,S0833,1998-02-26,"SCS CSHB 265(RLS) am S
Third Reading - On Reconsideration",20:HB 265
20:S0834,20,S0834,1998-02-26,"HCR 29
Second Reading - Final Passage",20:HCR 29
20:S0835,20,S0835,1998-02-26,"HCR 30
Second Reading - Final Passage",20:HCR 30
20:S0838,20,S0838,1998-02-27,"SB 208
Third Reading - Final Passage",20:SB 208
20:S0839,20,S0839,1998-02-27,"CSSB 261(FIN)
Third Reading - Final Passage
Effective Date",20:SB 261
20:S0840,20,S0840,1998-02-27,"CSSCR 19(FIN) am
Second Reading - Final Passage",20:SCR 19
20:S0843,20,S0843,1998-03-02,"SB 208 am
Third Reading - On Reconsideration
Effective Date",20:SB 208
20:S0846,20,S0846,1998-03-03,"SB 285
Third Reading - Final Passage",20:SB 285
20:S0847,20,S0847,1998-03-03,"SR 1
Second Reading - Final Passage",20:SR   1
20:S0848,20,S0848,1998-03-03,"CSSB 261(FIN)
Third Reading - On Reconsideration
Effective Date",20:SB 261
20:S0849,20,S0849,1998-03-03,"SCS CSHB 265(RLS) am S
Third Reading - On Reconsideration",20:HB 265
20:S0853,20,S0853,1998-03-04,"SB 307
Third Reading - Final Passage
Effective Date",20:SB 307
20:S0854,20,S0854,1998-03-04,"CSSCR 22(STA)
Second Reading - Final Passage",20:SCR 22
20:S0858,20,S0858,1998-03-05,"CSSB 158(L&C)
Third Reading - Final Passage",20:SB 158
20:S0859,20,S0859,1998-03-05,"CSSB 273(FIN) am
Third Reading - Final Passage
Effective Dates",20:SB 273
20:S0860,20,S0860,1998-03-05,"CSSJR 33(RES)
Third Reading - Final Passage",20:SJR 33
20:S0861,20,S0861,1998-03-05,"SB 307
Second Reading
Amendment No. 1",20:SB 307
20:S0862,20,S0862,1998-03-05,"SB 307 am
Third Reading - On Reconsideration
Effective Date",20:SB 307
20:S0866,20,S0866,1998-03-06,"CSSB 269(L&C)
Third Reading - Final Passage
Effective Dates",20:SB 269
20:S0867,20,S0867,1998-03-06,"SJR 38
Third Reading - Final Passage",20:SJR 38
20:S0868,20,S0868,1998-03-06,"CSSJR 33(RES)
Third Reading - On Reconsideration",20:SJR 33
20:S0871,20,S0871,1998-03-09,"CSSJR 39(HES)
Third Reading - Final Passage",20:SJR 39
20:S0872,20,S0872,1998-03-09,"CSSJR 40(RES)
Third Reading - Final Passage",20:SJR 40
20:S0875,20,S0875,1998-03-10,"SB 36
Second Reading
Adopt Finance Committee Substitute?",20:SB  36
20:S0876,20,S0876,1998-03-10,"CSSB 36(FIN) am
Second Reading
Amendment No. 5",20:SB  36
20:S0877,20,S0877,1998-03-10,"CSSB 36(FIN) am
Second Reading
Amendment No. 6",20:SB  36
20:S0878,20,S0878,1998-03-10,"CSSB 36(FIN) am
Second Reading
Amendment No. 7",20:SB  36
20:S0879,20,S0879,1998-03-10,"CSSB 36(FIN) am
Second Reading
Amendment No. 9",20:SB  36
20:S0880,20,S0880,1998-03-10,"CSSB 36(FIN) am
Second Reading
Amendment No. 10",20:SB  36
20:S0881,20,S0881,1998-03-10,"CSSB 36(FIN) am
Third Reading - Final Passage",20:SB  36
20:S0882,20,S0882,1998-03-10,"CSSB 36(FIN) am
Effective Date Clause",20:SB  36
20:S0885,20,S0885,1998-03-11,"CSSB 36(FIN) am
Third Reading - On Reconsideration",20:SB  36
20:S0886,20,S0886,1998-03-11,"CSSB 36(FIN) am
Effective Date Clause",20:SB  36
20:S0889,20,S0889,1998-03-12,"CSSCR 25(RLS)
Second Reading - Final Passage",20:SCR 25
20:S0892,20,S0892,1998-03-13,"SB 337
Move from Finance to CRA",20:SB 337
20:S0898,20,S0898,1998-03-19,"HOUSE CS for CS for SCR 19(FIN)
Shall the Senate Concur in the House
amendment to CS SCR 19(FIN) am?",20:SCR 19
20:S0899,20,S0899,1998-03-19,"CSSB 235(FIN)
Third Reading - Final Passage",20:SB 235
20:S0900,20,S0900,1998-03-19,"HB 296
Third Reading - Final Passage",20:HB 296
20:S0901,20,S0901,1998-03-19,"SB 185
Third Reading - Final Passage
Effective Date",20:SB 185
20:S0902,20,S0902,1998-03-19,"CSSB 254(FIN)
Third Reading - Final Passage",20:SB 254
20:S0906,20,S0906,1998-03-20,"HOUSE CS for CS for SB 159(FIN)
Shall the Senate Concur in the House
amendment to CS SB 159(L&C)?",20:SB 159
20:S0907,20,S0907,1998-03-20,"CSSB 180(FIN)
Third Reading - Final Passage",20:SB 180
20:S0908,20,S0908,1998-03-20,"SB 309
Third Reading - Final Passage",20:SB 309
20:S0909,20,S0909,1998-03-20,"CSSCR 11(FIN)
Second Reading - Final Passage",20:SCR 11
20:S0912,20,S0912,1998-03-23,"CSSB 250(FIN)
Second Reading
Amendment No. 1",20:SB 250
20:S0913,20,S0913,1998-03-23,"CSSB 250(FIN) am
Second Reading
Amendment No. 2",20:SB 250
20:S0914,20,S0914,1998-03-23,"CSSB 250(FIN) am
Third Reading - Final Passage",20:SB 250
20:S0915,20,S0915,1998-03-23,"SB 313
Third Reading - Final Passage",20:SB 313
20:S0916,20,S0916,1998-03-23,"CSSB 76(RLS)
Third Reading - Final Passage",20:SB  76
20:S0917,20,S0917,1998-03-23,"CS SCR 14(FIN)
Second Reading - Final Passage",20:SCR 14
20:S0918,20,S0918,1998-03-23,"SCS HJR 29(RLS)
Third Reading - Final Passage",20:HJR 29
20:S0921,20,S0921,1998-03-24,"SCS CSHB 135(L&C)
Third Reading - Final Passage
Effective Date",20:HB 135
20:S0922,20,S0922,1998-03-24,"CSSB 250(FIN) am
Third Reading - On Reconsideration",20:SB 250
20:S0925,20,S0925,1998-03-25,"SB 268
Third Reading - Final Passage
Effective Date",20:SB 268
20:S0926,20,S0926,1998-03-25,"CSSB 76(RLS)
Third Reading - On Reconsideration",20:SB  76
20:S0927,20,S0927,1998-03-25,"SCS CSHB 461(FIN)
Second Reading
Amendment No. 1",20:HB 461
20:S0928,20,S0928,1998-03-25,"SCS CSHB 461(FIN)
Third Reading - Final Passage
Effective Date",20:HB 461
20:S0931,20,S0931,1998-03-26,"CSSB 284(STA)
Third Reading - Final Passage",20:SB 284
20:S0932,20,S0932,1998-03-26,"CSSB 323(FIN)
Third Reading - Final Passage
Effective Date
Court Rule",20:SB 323
20:S0936,20,S0936,1998-03-30,"CSSB 323(FIN) am
Third Reading - On Reconsideration
Effective Date
Court Rule",20:SB 323
20:S0940,20,S0940,1998-03-31,"CSSB 236(RES)
Third Reading - Final Passage
Effective Date",20:SB 236
20:S0941,20,S0941,1998-03-31,"SCS CSHB 53(FIN)
Second Reading
Amendment No. 1",20:HB  53
20:S0942,20,S0942,1998-03-31,"SCS CSHB 53(FIN) am S
Second Reading
Amendment No. 3",20:HB  53
20:S0943,20,S0943,1998-03-31,"SCS CSHB 53(FIN) am S
Third Reading - Final Passage",20:HB  53
20:S0944,20,S0944,1998-03-31,"SCS CSHB 53(FIN) am S
Effective Date Clause",20:HB  53
20:S0947,20,S0947,1998-04-01,"CSSB 262(RES)
Third Reading - Final Passage",20:SB 262
20:S0948,20,S0948,1998-04-01,"SB 341
Third Reading - Final Passage
Effective Date",20:SB 341
20:S0949,20,S0949,1998-04-01,"SCS CSHB 53(FIN) am S
Third Reading - On Reconsideration
Effective Date",20:HB  53
20:S0950,20,S0950,1998-04-01,"SCS CSHB 53(FIN) am S
Effective Date Clause",20:HB  53
20:S0951,20,S0951,1998-04-01,"CSSB 236(RES)
Third Reading - On Reconsideration
Effective Date",20:SB 236
20:S0954,20,S0954,1998-04-02,"CSSB 275(STA) am H
Shall the Senate Concur in the House
amendment to CSSB 275(STA)?
Effective Date",20:SB 275
20:S0955,20,S0955,1998-04-02,"SB 299
Advance from Second to Third Reading?",20:SB 299
20:S0956,20,S0956,1998-04-02,"CSSB 334(FIN)
Third Reading - Final Passage
Effective Date",20:SB 334
20:S0959,20,S0959,1998-04-03,"SB 223
Second Reading
Adopt Finance Committee Substitute?",20:SB 223
20:S0960,20,S0960,1998-04-03,"CSSB 223(FIN)
Advance from Second to Third Reading?",20:SB 223
20:S0961,20,S0961,1998-04-03,"SB 299
Third Reading - Final Passage",20:SB 299
20:S0964,20,S0964,1998-04-06,"SB 299
Third Reading - On Reconsideration",20:SB 299
20:S0965,20,S0965,1998-04-06,"CSSB 218(FIN)
Third Reading - Final Passage",20:SB 218
20:S0966,20,S0966,1998-04-06,"SB 234
Second Reading
Adopt Finance Committee Substitute?",20:SB 234
20:S0967,20,S0967,1998-04-06,"CSSB 234(FIN)
Third Reading - Final Passage",20:SB 234
20:S0968,20,S0968,1998-04-06,"CSSB 304(RLS)
Third Reading - Final Passage
Effective Date",20:SB 304
20:S0971,20,S0971,1998-04-07,"CSSB 242(FIN)
Third Reading - Final Passage",20:SB 242
20:S0972,20,S0972,1998-04-07,"CSSB 242(FIN)
Third Reading - On Reconsideration",20:SB 242
20:S0975,20,S0975,1998-04-08,"SB 244
Third Reading - Final Passage",20:SB 244
20:S0976,20,S0976,1998-04-08,"SB 347
Third Reading - Final Passage",20:SB 347
20:S0977,20,S0977,1998-04-08,"CSSB 223(FIN) am
Third Reading - Final Passage
Effective Date",20:SB 223
20:S0982,20,S0982,1998-04-14,"CSSB 330(RES)
Third Reading - Final Passage",20:SB 330
20:S0983,20,S0983,1998-04-14,"SB 347
Third Reading - On Reconsideration",20:SB 347
20:S0984,20,S0984,1998-04-14,"SCS SSHCR 25(HES) am S
Second Reading - Final Passage",20:HCR 25
20:S0987,20,S0987,1998-04-15,"SB 233
Second Reading
Adopt Rules Committee Substitute?",20:SB 233
20:S0988,20,S0988,1998-04-15,"SB 233
Second Reading
Adopt Finance Committee Substitute?",20:SB 233
20:S0989,20,S0989,1998-04-15,"CSSB 233(FIN)
Second Reading
Amendment No. 1",20:SB 233
20:S0990,20,S0990,1998-04-15,"CSSB 233(FIN)
Second Reading
Amendment No. 5",20:SB 233
20:S0991,20,S0991,1998-04-15,"CSSB 233(FIN) am
Third Reading - Final Passage",20:SB 233
20:S0992,20,S0992,1998-04-15,"CSSB 233(FIN) am
Effective Date Clause",20:SB 233
20:S0993,20,S0993,1998-04-15,"CSSB 319(L&C)
Third Reading - Final Passage",20:SB 319
20:S0994,20,S0994,1998-04-15,"CSSB 263(FIN) am
Advance from Second to Third Reading?",20:SB 263
20:S0995,20,S0995,1998-04-15,"SCR 23
Second Reading
Amendment No. 1",20:SCR 23
20:S0996,20,S0996,1998-04-15,"SCR 23 am
Second Reading - Final Passage",20:SCR 23
20:S0997,20,S0997,1998-04-15,"SCS CSHB 2(FIN)
Second Reading
Amendment No. 1",20:HB   2
20:S0998,20,S0998,1998-04-15,"SCS CSHB 2(FIN)
Third Reading - Final Passage
Effective Dates",20:HB   2
20:S1001,20,S1001,1998-04-16,"SJR 2
Move to Rules Committee",20:SJR  2
20:S1002,20,S1002,1998-04-16,"CSSB 263(FIN) am
Third Reading - Final Passage
Effective Date",20:SB 263
20:S1003,20,S1003,1998-04-16,"CSSJR 42(FIN)
Second Reading
Amendment No. 1",20:SJR 42
20:S1004,20,S1004,1998-04-16,"CSSJR 42(FIN)
Advance from Second to Third Reading?",20:SJR 42
20:S1005,20,S1005,1998-04-16,"CSSJR 42(FIN)
Third Reading - Final Passage",20:SJR 42
20:S1006,20,S1006,1998-04-16,"CSSJR 35(FIN)
Second Reading
Amendment No. 1",20:SJR 35
20:S1007,20,S1007,1998-04-16,"CSSJR 35(FIN)
Second Reading
Amendment to Amendment No. 2",20:SJR 35
20:S1008,20,S1008,1998-04-16,"CSSJR 35(FIN)
Second Reading
Amendment No. 2",20:SJR 35
20:S1009,20,S1009,1998-04-16,"CSSJR 35(FIN)
Second Reading
Amendment No. 3",20:SJR 35
20:S1010,20,S1010,1998-04-16,"CSSJR 35(FIN)
Second Reading
Amendment No. 4",20:SJR 35
20:S1011,20,S1011,1998-04-16,"CSSJR 35(FIN)
Second Reading
Amendment No. 5",20:SJR 35
20:S1012,20,S1012,1998-04-16,"CSSJR 35(FIN)
Advance from Second to Third Reading?",20:SJR 35
20:S1013,20,S1013,1998-04-16,"CSSJR 35(FIN)
Third Reading - Final Passage",20:SJR 35
20:S1014,20,S1014,1998-04-16,"CSSB 233(FIN) am
Third Reading - On Reconsideration
Return to Second for Specific Amendment",20:SB 233
20:S1015,20,S1015,1998-04-16,"CSSB 233(FIN) am
Second Reading
Amendment No. 8",20:SB 233
20:S1016,20,S1016,1998-04-16,"CSSB 233(FIN) am
Third Reading - On Reconsideration",20:SB 233
20:S1017,20,S1017,1998-04-16,"CSSB 233(FIN) am
Effective Date Clause",20:SB 233
20:S1018,20,S1018,1998-04-16,"SCS CSHB 2(FIN)
Second Reading
Amendment No. 2",20:HB   2
20:S1020,20,S1020,1998-04-16,"SCS CSHB 2(FIN) am S
Second Reading
Amendment No. 3 as amended",20:HB   2
20:S1021,20,S1021,1998-04-16,"SCS CSHB 2(FIN) am S
Third Reading - On Reconsideration
Effective Dates",20:HB   2
20:S1025,20,S1025,1998-04-17,"HCS CSSB 76(FIN) am H
Shall the Senate concur in the House
amendments to CSSB 76(RLS)?",20:SB  76
20:S1026,20,S1026,1998-04-17,"SB 299 am H
Shall the Senate concur in the House
amendment to SB 299?",20:SB 299
20:S1027,20,S1027,1998-04-17,"CSSJR 42(FIN)
Third Reading - On Reconsideration",20:SJR 42
20:S1028,20,S1028,1998-04-17,"CSSJR 35(FIN)
Third Reading - On Reconsideration",20:SJR 35
20:S1029,20,S1029,1998-04-17,"CSHB 362(STA)
Third Reading - Final Passage",20:HB 362
20:S1030,20,S1030,1998-04-17,"SCS CSHB 380(FIN)
Third Reading - Final Passage",20:HB 380
20:S1031,20,S1031,1998-04-17,"SCS CSHB 462(STA)
Third Reading - Final Passage",20:HB 462
20:S1032,20,S1032,1998-04-17,"SCS CSHJR 51(RES)
Third Reading - Final Passage",20:HJR 51
20:S1035,20,S1035,1998-04-18,"HCS CSSB 261(FIN)
Shall the Senate concur in the House
amendment to CSSB 261(FIN)?
Effective Date",20:SB 261
20:S1036,20,S1036,1998-04-18,"HCS SB 307(RLS) am H
Shall the Senate concur in the House
amendments to SB 307 am?
Effective Date",20:SB 307
20:S1037,20,S1037,1998-04-18,"HB 467 am S
Third Reading - Final Passage",20:HB 467
20:S1038,20,S1038,1998-04-18,"SCS HJR 52(RES)
Third Reading - Final Passage",20:HJR 52
20:S1052,20,S1052,1998-04-20,"CSHB 2(FIN)
Shall the Senate recede from its amendments?",20:HB   2
20:S1053,20,S1053,1998-04-20,"HCS CSSJR 3(FIN)
Shall the Senate concur in the House
amendment to CSSJR 3(JUD)?
Letter of Intent",20:SJR  3
20:S1054,20,S1054,1998-04-20,"SCS CSHB 380(FIN) am S
Third Reading - On Reconsideration",20:HB 380
20:S1055,20,S1055,1998-04-20,"CSHB 168(RLS)(efd fld)
Second Reading
Amendment No. 1",20:HB 168
20:S1056,20,S1056,1998-04-20,"CSHB 168(RLS)(efd fld)
Advance from Second to Third Reading?",20:HB 168
20:S1059,20,S1059,1998-04-21,"CSSB 160(L&C)
Third Reading - Final Passage",20:SB 160
20:S1060,20,S1060,1998-04-21,"CSHB 356(FIN) am S
Third Reading - Final Passage
Effective Date",20:HB 356
20:S1061,20,S1061,1998-04-21,"SCS HB 472(FIN)
Third Reading - Final Passage",20:HB 472
20:S1062,20,S1062,1998-04-21,"CSSB 319(L&C)
Third Reading - On Reconsideration
Effective Date",20:SB 319
20:S1063,20,S1063,1998-04-21,"CSSB 319(L&C)
Adopt Court Rule changes",20:SB 319
20:S1064,20,S1064,1998-04-21,"CSHB 168(RLS)(efd fld)
Third Reading - Final Passage",20:HB 168
20:S1066,20,S1066,1998-04-22,"CSSB 232(JUD)
Third Reading - Final Passage",20:SB 232
20:S1067,20,S1067,1998-04-22,"CSSB 274(FIN) am
Advance from Second to Third Reading?",20:SB 274
20:S1068,20,S1068,1998-04-22,"CSSB 281(RES)
Third Reading - Final Passage
Effective Date",20:SB 281
20:S1069,20,S1069,1998-04-22,"CSSB 306(JUD) am
Third Reading - Final Passage",20:SB 306
20:S1070,20,S1070,1998-04-22,"CSHB 310(RLS)
Third Reading - Final Passage
Effective Date",20:HB 310
20:S1073,20,S1073,1998-04-23,"CSSB 305(L&C)
Third Reading - Final Passage",20:SB 305
20:S1074,20,S1074,1998-04-23,"CSSB 336(L&C)
Third Reading - Final Passage",20:SB 336
20:S1075,20,S1075,1998-04-23,"SCS CSHB 17(RES)
Third Reading - Final Passage
Effective Date",20:HB  17
20:S1076,20,S1076,1998-04-23,"SCS CSHB 395(JUD)
Third Reading - Final Passage",20:HB 395
20:S1077,20,S1077,1998-04-23,"CSSB 274(FIN) am
Third Reading - Final Passage",20:SB 274
20:S1080,20,S1080,1998-04-24,"SCS CSHB 392(RES)
Third Reading - Final Passage
Effective Dates",20:HB 392
20:S1081,20,S1081,1998-04-24,"CSSB 274(FIN) am
Second Reading
Amendment No. 2",20:SB 274
20:S1082,20,S1082,1998-04-24,"CSSB 274(FIN) am
Third Reading - On Reconsideration",20:SB 274
20:S1085,20,S1085,1998-04-27,"HCS CSSCR 14(RLS) am H
Shall the Senate Concur in the House
Amendments to CSSCR 14(FIN)?",20:SCR 14
